Tube,Volume,Intensity
Tube01,0.456456627,0.059612273
Tube01,0.072020457,0.056856189
Tube01,0.520761959,0.059084455
Tube01,0.421109147,0.059745872
Tube01,0.406664915,0.059336864
Tube01,0.46105197,0.058692473
Tube01,0.393355766,0.176625753
Tube01,0.384106542,0.061947794
Tube01,0.351574118,0.059780359
Tube01,1.005832639,0.061174848
Tube01,0.519248768,0.175172032
Tube01,0.520613609,0.174876872
Tube01,0.689259025,0.20293018
Tube01,0.663792703,0.212730213
Tube01,0.373297712,0.058056933
Tube01,2.051675321,0.060145112
Tube01,1.852230638,0.060644951
Tube01,0.673591364,0.195932464
Tube01,0.380934736,0.060849363
Tube01,0.420304317,0.219236724
Tube01,0.278670134,0.061902988
Tube01,0.390495772,0.056880276
Tube01,0.107637549,0.058528424
Tube01,0.234361008,0.061422274
Tube01,0.197171325,0.061732857
Tube01,0.67167201,0.06132197
Tube01,0.394926655,0.200857774
Tube01,0.034630845,0.059716561
Tube01,0.84068964,0.168601555
Tube01,0.037190896,0.062709946
Tube01,0.508334227,0.201839763
Tube01,0.432962246,0.160171017
Tube01,0.791080108,0.232103032
Tube01,1.088713934,0.240655434
Tube01,0.613013691,0.061689687
Tube01,0.17804357,0.065135868
Tube01,0.776829995,0.176239933
Tube01,1.103525745,0.062243261
Tube01,1.439793858,0.06274663
Tube01,0.50236308,0.060564427
Tube01,1.550186531,0.209275431
Tube01,0.59833776,0.06200412
Tube01,0.448313332,0.060141816
Tube01,0.441281316,0.06567282
Tube01,0.78065666,0.202364107
Tube01,0.623938134,0.062078903
Tube01,0.143921048,0.060679913
Tube01,0.706189037,0.220182095
Tube01,0.524105244,0.200571284
Tube01,0.295020035,0.057897391
Tube01,0.462729514,0.063732756
Tube01,0.417738761,0.059183626
Tube01,0.885021624,0.16888256
Tube01,0.756439786,0.238163392
Tube01,0.594281206,0.166985445
Tube01,0.642102577,0.061445431
Tube01,0.62299767,0.068054577
Tube01,0.409361485,0.061748546
Tube01,0.094328571,0.195843544
Tube01,0.819409031,0.175551441
Tube01,0.771578592,0.196734157
Tube01,0.680475847,0.061675563
Tube01,0.407585246,0.060933814
Tube01,0.595360157,0.249252923
Tube01,0.109270136,0.059912856
Tube01,0.621523489,0.061082517
Tube01,0.964029248,0.195799642
Tube01,0.482142093,0.060660652
Tube01,0.161576391,0.061750299
Tube01,0.376729808,0.059911025
Tube01,1.125953333,0.061704157
Tube01,0.709367928,0.186996035
Tube01,0.733913759,0.191391381
Tube01,0.948409085,0.164129512
Tube01,1.045931881,0.060978724
Tube01,0.856392588,0.061698046
Tube01,0.512800591,0.05985537
Tube01,0.279826905,0.161355612
Tube01,0.652319018,0.205847135
Tube01,0.362907919,0.060552216
Tube01,0.723648481,0.059909367
Tube01,0.480505721,0.059102574
Tube01,1.52056096,0.191721208
Tube01,0.736372191,0.161096959
Tube01,0.828342027,0.218698444
Tube01,0.45742464,0.062857111
Tube01,0.555862018,0.158330359
Tube01,0.672561009,0.178874192
Tube01,0.837066027,0.20811477
Tube01,0.204057376,0.064905964
Tube01,0.064609629,0.057654769
Tube01,0.164604649,0.066475631
Tube01,0.493390829,0.061191537
Tube01,0.257075497,0.05959694
Tube01,0.748957781,0.226455932
Tube01,0.173644112,0.063319644
Tube01,0.57602587,0.194860366
Tube01,0.6839935,0.059943798
Tube01,0.421853763,0.061635443
Tube01,0.448180173,0.063268709
Tube01,0.403224793,0.062197448
Tube01,0.982886558,0.062267677
Tube01,0.020272526,0.059762756
Tube01,0.504540469,0.060303405
Tube01,0.520031868,0.060798137
Tube01,0.228709564,0.066200342
Tube01,0.336661039,0.061759635
Tube01,0.283960815,0.237867194
Tube01,0.503986334,0.060857428
Tube01,0.042352408,0.05776902
Tube01,0.265869992,0.063398863
Tube01,1.116107353,0.202071708
Tube01,0.209866158,0.059322485
Tube01,0.330891609,0.067416269
Tube01,1.023741225,0.170591509
Tube01,0.990664685,0.265215607
Tube01,0.652680457,0.200801136
Tube01,0.137388194,0.061763484
Tube01,0.233543758,0.063891818
Tube01,0.778637236,0.212660983
Tube01,0.533510282,0.064524058
Tube01,0.291775919,0.064664834
Tube01,0.46223577,0.061636223
Tube01,1.102471059,0.062647316
Tube01,0.110382777,0.06378898
Tube01,0.545756683,0.219893712
Tube01,0.705059516,0.062887266
Tube01,0.592891411,0.060597595
Tube01,0.737118871,0.168298945
Tube01,0.256858278,0.062625385
Tube01,0.050035168,0.060515239
Tube01,0.30639205,0.074650472
Tube01,0.225914673,0.056605404
Tube01,0.469085584,0.060221978
Tube01,0.614104539,0.060693471
Tube01,0.130864734,0.062779254
Tube01,0.491468488,0.060068663
Tube01,0.696908628,0.060019346
Tube01,0.621192833,0.225244639
Tube01,0.553782689,0.061053684
Tube01,0.7280192,0.202546928
Tube01,0.124253926,0.061224557
Tube01,1.112957991,0.061872005
Tube01,0.599268913,0.178673487
Tube01,1.136976947,0.200392808
Tube01,0.494408397,0.059850388
Tube01,0.198672209,0.210331214
Tube01,0.62388713,0.060762585
Tube01,0.31005404,0.060015453
Tube01,0.522017396,0.199013013
Tube01,1.979470135,0.061921959
Tube01,0.056024087,0.057610675
Tube01,0.129222486,0.113637357
Tube01,1.035304653,0.191141326
Tube01,0.451916207,0.194118087
Tube01,0.627576663,0.227654764
Tube01,0.400199544,0.06208941
Tube01,0.100014734,0.058403176
Tube01,0.233342349,0.061422737
Tube01,0.922110125,0.060616565
Tube01,0.631519609,0.060262843
Tube01,0.139243857,0.060194837
Tube01,0.9111492,0.060284364
Tube01,0.826065957,0.059642336
Tube01,0.541215506,0.059225776
Tube01,0.09990298,0.057860488
Tube01,2.600636134,0.207459137
Tube01,0.540422524,0.059248249
Tube01,0.738049839,0.199565337
Tube01,0.645775896,0.058856604
Tube01,0.386001769,0.059263035
Tube01,0.46191521,0.060843894
Tube01,1.607080235,0.201283367
Tube01,0.143789464,0.058436812
Tube01,0.414079498,0.061606437
Tube01,0.889179234,0.205342002
Tube01,0.027445645,0.092867436
Tube01,0.42822718,0.251818304
Tube01,0.501589035,0.062283005
Tube01,0.360660637,0.072640684
Tube01,0.587427344,0.210281657
Tube01,0.182493665,0.066946391
Tube01,0.485765977,0.204364474
Tube01,0.416559456,0.06679656
Tube01,0.685475444,0.061152809
Tube01,0.769153823,0.062396789
Tube01,0.458249206,0.063758325
Tube01,1.214624396,0.202834084
Tube01,0.963059467,0.061939467
Tube01,0.307345259,0.061135062
Tube01,0.726894754,0.209886342
Tube01,0.085667191,0.060057318
Tube01,0.239229448,0.062631235
Tube01,0.387507518,0.069671208
Tube01,0.694325026,0.061782698
Tube01,0.419950948,0.061755574
Tube01,0.68618789,0.208599807
Tube01,0.276514238,0.064917324
Tube01,0.122265191,0.060549716
Tube01,1.209123394,0.217616974
Tube01,0.300487162,0.087172371
Tube01,0.954843948,0.19547215
Tube01,2.398303412,0.224209917
Tube01,0.351871022,0.063120518
Tube01,0.134760776,0.055509436
Tube01,0.40828492,0.061680243
Tube01,1.038281754,0.061568241
Tube01,0.68350742,0.207806359
Tube01,0.646281604,0.059921952
Tube01,0.912446691,0.175740702
Tube01,0.416721666,0.06584616
Tube01,0.223755583,0.060576611
Tube01,0.193296807,0.060467648
Tube01,0.445955748,0.185240399
Tube01,0.648758426,0.059375994
Tube01,0.399444685,0.061832424
Tube01,0.523131421,0.060505626
Tube01,0.420246373,0.060397711
Tube01,0.717468891,0.174848233
Tube01,1.066847897,0.06167242
Tube01,0.480171883,0.058499193
Tube01,0.857263574,0.060996416
Tube01,0.769255807,0.06069405
Tube01,0.621982349,0.198334223
Tube01,0.055436067,0.058444024
Tube01,0.03650817,0.186921393
Tube01,0.14882036,0.06284279
Tube01,0.672751628,0.20944529
Tube01,0.60559135,0.067569033
Tube01,0.816048882,0.199527377
Tube01,0.514909074,0.060346893
Tube01,0.487622836,0.061659171
Tube01,0.415095338,0.063993616
Tube01,0.43880895,0.18165967
Tube01,0.67909012,0.190682064
Tube01,0.142866328,0.060416041
Tube01,0.724293215,0.148237267
Tube01,0.589703852,0.159303081
Tube01,0.450435476,0.166524571
Tube01,0.466684271,0.198372265
Tube01,0.557693643,0.059447925
Tube01,0.404291868,0.059786215
Tube01,0.173277065,0.056838845
Tube01,0.653490705,0.062238015
Tube01,0.044035705,0.25350097
Tube01,0.491485073,0.073848998
Tube01,0.922844422,0.063366644
Tube01,0.498645946,0.061837924
Tube01,0.277011193,0.059194533
Tube01,0.039776076,0.062372883
Tube01,0.601613605,0.22623453
Tube01,1.022648229,0.193904543
Tube01,0.156335624,0.062495883
Tube01,0.623159869,0.210095842
Tube01,0.030245014,0.064735896
Tube01,0.14811434,0.063778269
Tube01,0.486508953,0.066612768
Tube01,0.020242301,0.065382684
Tube01,0.61490656,0.061673075
Tube01,0.283224692,0.060339147
Tube01,0.751027079,0.249073311
Tube01,0.096442452,0.061863894
Tube01,2.795732952,0.075908858
Tube01,1.165646306,0.062952164
Tube01,0.40216508,0.238237695
Tube01,0.605751044,0.062216807
Tube01,1.031055455,0.063649371
Tube01,0.33280889,0.221335159
Tube01,0.430963849,0.062781829
Tube01,0.204539464,0.06472711
Tube01,0.292468008,0.060304276
Tube01,0.836645035,0.062408603
Tube01,0.872111777,0.061496666
Tube01,0.126489196,0.06225774
Tube01,0.900007557,0.064168316
Tube01,0.170257021,0.063985106
Tube01,0.371525509,0.060448418
Tube01,1.124395705,0.217464141
Tube01,1.030356516,0.063024868
Tube01,0.619803345,0.061720352
Tube01,0.115067234,0.060922234
Tube01,0.041539487,0.059333553
Tube01,0.107136981,0.064904734
Tube01,0.906260037,0.072110072
Tube01,0.371336278,0.059912668
Tube01,1.429324961,0.062954056
Tube01,0.659748654,0.092093264
Tube01,0.714407233,0.1817126
Tube01,0.075076449,0.0598749
Tube01,0.841064555,0.208168975
Tube01,0.172599066,0.224568523
Tube01,2.346010348,0.117809637
Tube01,0.761070175,0.213925336
Tube01,1.130234504,0.062651683
Tube01,0.805707584,0.064237034
Tube01,0.327388397,0.059765221
Tube01,0.458203692,0.0620578
Tube01,0.076041692,0.059937592
Tube01,0.078010544,0.057418657
Tube01,0.023195393,0.058792701
Tube01,0.432630702,0.206058834
Tube01,0.265141821,0.085540281
Tube01,0.694650039,0.061657112
Tube01,0.393685798,0.058405576
Tube01,0.881824102,0.226750243
Tube01,0.413586603,0.063162208
Tube01,0.474026507,0.058232126
Tube01,0.306634116,0.059460972
Tube01,0.303142587,0.06032036
Tube01,0.791532426,0.060025028
Tube01,1.059877535,0.190319659
Tube01,0.50307958,0.060183901
Tube01,0.054415916,0.063580844
Tube01,0.118538409,0.064538398
Tube01,0.175089704,0.232068344
Tube01,0.386422139,0.070981251
Tube01,0.402597973,0.062488458
Tube01,0.74042208,0.0623944
Tube01,0.012533098,0.059607845
Tube01,0.723376552,0.188625338
Tube01,0.570236205,0.200324994
Tube01,0.569274434,0.066638597
Tube01,0.855659251,0.202318986
Tube01,0.44584922,0.202061815
Tube01,0.64249428,0.187076799
Tube01,0.597115111,0.059921745
Tube01,0.569171633,0.062076444
Tube01,0.970720417,0.211144145
Tube01,1.032871944,0.062346353
Tube01,0.936276856,0.062301549
Tube01,0.87947302,0.142717017
Tube01,0.55263576,0.239816419
Tube01,0.429718486,0.062832896
Tube01,1.048199341,0.186594566
Tube01,0.056812504,0.061116817
Tube01,0.309791235,0.060547098
Tube01,0.209628159,0.062623095
Tube01,0.482738324,0.063311552
Tube01,0.18484838,0.057630183
Tube01,0.424341733,0.066678624
Tube01,0.629477071,0.061271426
Tube01,0.662172357,0.20814037
Tube01,0.128612512,0.060351167
Tube01,0.148848357,0.063120396
Tube01,0.569459691,0.060673904
Tube01,0.27752991,0.086232419
Tube01,0.780654296,0.060492582
Tube01,0.665677426,0.064902142
Tube01,0.834351319,0.213543599
Tube01,0.301581208,0.222046403
Tube01,0.810189977,0.062157669
Tube01,0.496072172,0.228156394
Tube01,0.131689206,0.118884292
Tube01,0.212443578,0.063847639
Tube01,0.147576336,0.062845607
Tube01,0.798237069,0.185013972
Tube01,0.17610204,0.060438246
Tube01,0.349081692,0.060756681
Tube01,0.099647409,0.060200506
Tube01,0.832301313,0.183814659
Tube01,0.521958484,0.063242139
Tube01,0.499321495,0.062049925
Tube01,0.564579168,0.21722037
Tube01,1.067834779,0.061743643
Tube01,0.378775549,0.059833211
Tube01,0.134263214,0.117226513
Tube01,0.616765398,0.060596359
Tube01,1.05285965,0.061051576
Tube01,0.582108136,0.059576259
Tube01,0.218441629,0.060316795
Tube01,0.137310276,0.060053122
Tube01,0.01749576,0.05767424
Tube01,0.661620934,0.206322648
Tube01,0.01449639,0.056117543
Tube01,0.452301656,0.06002463
Tube01,1.032751878,0.173885176
Tube01,0.662368087,0.059913252
Tube01,0.070227573,0.057527452
Tube01,1.072108339,0.161038716
Tube01,0.017460657,0.055150951
Tube01,0.664383524,0.198352282
Tube01,0.18235899,0.058988387
Tube01,1.03961432,0.203614169
Tube01,0.630300718,0.059420105
Tube01,0.02221826,0.057051283
Tube01,0.250400608,0.058745887
Tube01,0.303722848,0.05844012
Tube01,0.060373731,0.058134075
Tube01,0.155572849,0.059666913
Tube01,0.348637815,0.058915681
Tube01,0.158968197,0.059247149
Tube01,0.497052009,0.219021778
Tube01,0.558635209,0.184595858
Tube01,0.416049474,0.057950339
Tube01,0.085018828,0.058334942
Tube01,0.095923557,0.059334792
Tube01,0.300195966,0.059229099
Tube01,0.154842417,0.060348685
Tube01,0.629647901,0.061496297
Tube01,0.13876763,0.135769019
Tube01,0.139673086,0.060501196
Tube01,0.357271257,0.060234766
Tube01,0.151821718,0.059045507
Tube01,0.678477936,0.061733975
Tube01,0.469252372,0.261523974
Tube01,0.157324699,0.215287876
Tube01,0.816118611,0.061556861
Tube01,0.296547724,0.067374266
Tube01,0.045519089,0.058782251
Tube01,0.541200351,0.060842177
Tube01,1.774996936,0.063327924
Tube01,0.742145239,0.059760722
Tube01,0.066491048,0.059864782
Tube01,1.233507834,0.202744325
Tube01,0.457890444,0.142956905
Tube01,0.24921977,0.066431912
Tube01,0.221849084,0.060813244
Tube01,0.737807211,0.064197171
Tube01,0.281486589,0.060484024
Tube01,0.63146043,0.205443036
Tube01,1.111822329,0.061504877
Tube01,0.280070235,0.060396479
Tube01,0.385410908,0.224225601
Tube01,0.897274266,0.203416003
Tube01,0.339435094,0.060405271
Tube01,0.668834637,0.220351826
Tube01,0.479786905,0.064232255
Tube01,0.290254357,0.060178769
Tube01,0.09845766,0.060543445
Tube01,0.301701853,0.059795469
Tube01,0.256492443,0.060942482
Tube01,0.286128948,0.058952138
Tube01,0.639686639,0.061367633
Tube01,0.122829617,0.063119167
Tube01,0.648253563,0.186354394
Tube01,1.357163457,0.195588748
Tube01,0.563137345,0.062650326
Tube01,0.045024673,0.05861291
Tube01,0.80467105,0.218324945
Tube01,0.085961049,0.058852854
Tube01,0.58427207,0.199700007
Tube01,0.636424489,0.149254749
Tube01,0.459125733,0.060259456
Tube01,0.546666221,0.060034281
Tube01,0.561662969,0.061180868
Tube01,0.396773998,0.061018056
Tube01,0.316994168,0.176831778
Tube01,0.737536241,0.23353628
Tube01,0.740570294,0.17351004
Tube01,1.262342031,0.151820461
Tube01,0.676828309,0.20005315
Tube01,1.540430408,0.160073378
Tube01,0.435627412,0.21374602
Tube01,0.033251816,0.06033541
Tube01,0.586390961,0.216542024
Tube01,0.030005583,0.059187677
Tube01,0.148870003,0.059927318
Tube01,0.655608123,0.059702096
Tube01,0.021527042,0.057588142
Tube01,0.013007829,0.067834593
Tube01,0.100752727,0.059076062
Tube01,0.243853559,0.058524272
Tube01,0.911753401,0.160046778
Tube01,0.425950872,0.210503377
Tube01,0.293688483,0.059122587
Tube01,0.71430262,0.228347679
Tube01,0.506143601,0.058279413
Tube01,0.801031249,0.059393938
Tube01,0.491935213,0.176888287
Tube01,0.527885866,0.059852773
Tube01,0.416070989,0.060932046
Tube01,0.51241529,0.059595137
Tube01,0.317149268,0.059964158
Tube01,1.147370581,0.198148368
Tube01,0.321662139,0.07095399
Tube01,1.019467206,0.148198187
Tube01,0.021477933,0.055831577
Tube01,0.383813092,0.066123092
Tube01,0.03185283,0.058861744
Tube01,0.040950188,0.058571944
Tube01,2.007647634,0.062828791
Tube01,0.387415294,0.057751739
Tube01,0.673978409,0.061742561
Tube01,1.020695607,0.221125676
Tube01,0.817488398,0.174679593
Tube01,0.532255857,0.064948798
Tube01,0.044648945,0.058731331
Tube01,0.058304672,0.060678154
Tube01,0.214990972,0.060086952
Tube01,0.406668303,0.178938151
Tube01,0.420757954,0.138349081
Tube01,0.422404609,0.060450862
Tube01,0.40149032,0.060195883
Tube01,0.701934552,0.061445301
Tube01,0.643236367,0.21642575
Tube01,0.08779922,0.059854966
Tube01,0.225893761,0.061314598
Tube01,0.152638877,0.06523782
Tube01,1.147342501,0.061649722
Tube01,0.504385025,0.060908618
Tube01,0.045974294,0.057922867
Tube01,0.154843736,0.060015285
Tube01,0.208259459,0.189934797
Tube01,0.635995051,0.065336863
Tube01,1.276758271,0.176443111
Tube01,1.413844081,0.184735382
Tube01,0.452725128,0.058824701
Tube01,0.484401381,0.148380115
Tube01,1.353310428,0.061083301
Tube01,0.134819532,0.060349982
Tube01,0.352339722,0.063479496
Tube01,0.391604165,0.060238721
Tube01,0.604750538,0.060784091
Tube01,0.148434488,0.061844523
Tube01,0.573182449,0.060305112
Tube01,0.284798633,0.20594182
Tube01,0.75867629,0.060670304
Tube01,0.371057054,0.058634145
Tube01,0.497019212,0.059958397
Tube01,0.492079994,0.06136086
Tube01,0.281027612,0.066541009
Tube01,0.924664021,0.141570281
Tube01,0.336893027,0.057553657
Tube01,0.036574406,0.057066906
Tube01,0.201636173,0.059935046
Tube01,0.934588161,0.205223101
Tube01,1.064822691,0.060193567
Tube01,0.752983401,0.060165661
Tube01,0.041188331,0.056689532
Tube01,0.065892157,0.058120483
Tube01,1.898541747,0.060973766
Tube01,0.341777518,0.057913755
Tube01,0.708360808,0.059947121
Tube01,0.187001955,0.054877714
Tube01,0.635105027,0.059281904
Tube01,0.064476103,0.058260704
Tube01,0.30315396,0.058232885
Tube01,2.012046607,0.161530061
Tube01,0.287660715,0.05888265
Tube01,1.091954938,0.187912801
Tube01,0.617830988,0.059966478
Tube01,0.45613553,0.163856906
Tube01,0.457721499,0.167586254
Tube01,0.090817061,0.058191116
Tube01,0.549232744,0.182531849
Tube01,0.43226531,0.059951913
Tube01,0.1160859,0.055633356
Tube01,0.362409941,0.068823958
Tube01,0.491801213,0.061039506
Tube01,0.427713171,0.182406546
Tube01,0.032095992,0.059600164
Tube01,1.756974223,0.185469529
Tube01,0.720576526,0.060489444
Tube01,1.399129499,0.062204767
Tube01,0.402931253,0.060861489
Tube01,0.201887009,0.062995922
Tube01,0.488104858,0.060541833
Tube01,0.388366209,0.067687217
Tube01,0.527891801,0.066761894
Tube01,0.629031316,0.064126816
Tube01,0.717876142,0.199434877
Tube01,0.717736977,0.155959389
Tube01,0.379891726,0.061936343
Tube01,1.021591747,0.209568362
Tube01,0.329991608,0.061907064
Tube01,0.284278715,0.058700966
Tube01,0.96799059,0.064163634
Tube01,0.92648716,0.061973838
Tube01,0.423916762,0.171029266
Tube01,0.643783203,0.206889954
Tube01,0.41204354,0.06529172
Tube01,0.097890106,0.060677125
Tube01,0.749212847,0.061803723
Tube01,0.421425428,0.059605661
Tube01,0.55567266,0.061037234
Tube01,0.982097086,0.264714688
Tube01,0.423840104,0.064960239
Tube01,0.387544606,0.217926795
Tube01,1.16781937,0.165541239
Tube01,0.093681821,0.060172164
Tube01,0.069545436,0.150753697
Tube01,0.628575905,0.062910888
Tube01,0.266832138,0.07006946
Tube01,0.235612519,0.062771375
Tube01,0.455922595,0.059792668
Tube01,0.740745948,0.060501167
Tube01,1.053346781,0.207681209
Tube01,0.521636407,0.059927619
Tube01,0.044559349,0.058496733
Tube01,0.090354504,0.060384528
Tube01,0.953143674,0.227996085
Tube01,0.725843734,0.198759819
Tube01,0.587912817,0.059696325
Tube01,0.473597565,0.061467645
Tube01,0.74877648,0.061656268
Tube01,0.074387483,0.060837102
Tube01,0.405769815,0.158024221
Tube01,0.048869638,0.141826834
Tube01,0.327437838,0.176728428
Tube01,1.892255195,0.217673964
Tube01,0.500357113,0.058916287
Tube01,0.354711391,0.05903049
Tube01,0.507816643,0.059035763
Tube01,1.145142135,0.166149626
Tube01,0.597841219,0.170209865
Tube01,0.396755448,0.203811989
Tube01,0.515228418,0.059592642
Tube01,0.263794738,0.196715244
Tube01,0.054806557,0.059080639
Tube01,0.428801594,0.058791734
Tube01,0.290121341,0.1520913
Tube01,0.643613233,0.247156894
Tube01,0.138889235,0.058917804
Tube01,0.880441371,0.059515727
Tube01,0.641673001,0.161084634
Tube01,0.697595312,0.060884013
Tube01,1.150400741,0.195587054
Tube01,0.811888758,0.059825643
Tube01,0.114961088,0.059014556
Tube01,0.085396208,0.057553724
Tube01,0.953601878,0.060984524
Tube01,0.502219992,0.058463936
Tube01,0.628830388,0.182099021
Tube01,0.104800751,0.056833698
Tube01,0.551247735,0.05824508
Tube01,0.051344815,0.136642075
Tube01,0.058236735,0.059902221
Tube01,0.340009433,0.059568553
Tube01,1.661739031,0.218373812
Tube01,0.446708207,0.061877219
Tube01,0.498033131,0.22671919
Tube01,0.320553802,0.058409041
Tube01,0.22900808,0.058897732
Tube01,1.09425443,0.061756957
Tube01,0.175180759,0.061749132
Tube01,0.712557611,0.061604259
Tube01,0.462933221,0.237255191
Tube01,0.699496658,0.061503204
Tube01,1.13227735,0.27149711
Tube01,1.02127421,0.061410433
Tube01,0.540045177,0.061248131
Tube01,0.513537038,0.061035676
Tube01,0.10720997,0.060126155
Tube01,0.544615767,0.172443543
Tube01,0.11213247,0.060937017
Tube01,0.580416499,0.063467312
Tube01,2.073585231,0.206873714
Tube01,0.719771457,0.173256741
Tube01,0.677419747,0.225994108
Tube01,1.003254367,0.203751269
Tube01,0.671271825,0.069368915
Tube01,0.032943636,0.05710966
Tube01,0.809283933,0.211684294
Tube01,0.193819063,0.062041428
Tube01,0.750739058,0.060703147
Tube01,0.471583474,0.063185749
Tube01,0.565250887,0.060594965
Tube01,0.920779556,0.061606395
Tube01,0.020064723,0.056672225
Tube01,0.143897351,0.05806192
Tube01,1.135956632,0.061762116
Tube01,0.563325188,0.192814337
Tube01,0.431446257,0.059166449
Tube01,1.405249031,0.06087742
Tube01,0.13955347,0.06094409
Tube01,0.193813302,0.059918204
Tube01,0.237134906,0.057711221
Tube01,0.534798043,0.060004068
Tube01,0.187687639,0.059879475
Tube01,0.475834796,0.06398703
Tube01,1.460792694,0.237570836
Tube01,0.821499918,0.213861734
Tube01,0.680829045,0.060030603
Tube01,0.44290704,0.17238601
Tube01,0.405715813,0.160221997
Tube01,0.544930228,0.059580664
Tube01,1.982999294,0.18432053
Tube01,0.794150772,0.204752012
Tube01,0.082989653,0.05810403
Tube01,0.06988735,0.059435133
Tube01,0.575319004,0.058764345
Tube01,0.361209752,0.0583279
Tube01,0.867343715,0.06008564
Tube01,0.494446414,0.138435154
Tube01,0.510185372,0.240600736
Tube01,0.437647008,0.057645814
Tube01,0.618512905,0.059123372
Tube01,0.637676408,0.060165131
Tube01,2.573845293,0.060139574
Tube01,0.531856704,0.058744837
Tube01,1.106620799,0.140145806
Tube01,0.01834523,0.154751135
Tube01,0.01086532,0.055228759
Tube01,0.439140982,0.185205759
Tube01,0.043440819,0.059901613
Tube01,1.567381943,0.160390427
Tube01,0.620276631,0.208542946
Tube01,0.853371046,0.262590997
Tube01,1.189953332,0.176131496
Tube01,0.644831684,0.068645503
Tube01,0.52340742,0.060039602
Tube01,0.594917821,0.060184212
Tube01,0.080362179,0.058932868
Tube01,0.016467162,0.057334935
Tube01,0.811731392,0.060898309
Tube01,0.55763517,0.189554827
Tube01,0.662302959,0.062035026
Tube01,0.381233108,0.059213004
Tube01,0.132478497,0.060406365
Tube01,0.461449346,0.060617265
Tube01,0.841019133,0.062756909
Tube01,0.697083548,0.208496672
Tube01,0.024919391,0.057457307
Tube01,0.162780052,0.061282334
Tube01,0.411237716,0.059425611
Tube01,0.060544585,0.058103463
Tube01,0.545705583,0.176656754
Tube01,0.165560002,0.060412658
Tube01,0.750967983,0.229574499
Tube01,1.298660619,0.164440876
Tube01,0.429680196,0.070503633
Tube01,0.604773973,0.198528012
Tube01,0.561780183,0.060187243
Tube01,0.843671697,0.061368739
Tube01,1.06093152,0.227129425
Tube01,0.4092448,0.059336854
Tube01,0.68580444,0.061614069
Tube01,0.74418777,0.061763128
Tube01,0.514150186,0.060969202
Tube01,0.370081129,0.208726376
Tube01,0.485512257,0.165873211
Tube01,0.180088097,0.063361581
Tube01,0.59506174,0.060373343
Tube01,0.385769825,0.22176315
Tube01,0.806560446,0.062864035
Tube01,0.588475981,0.204130212
Tube01,0.597335759,0.061030581
Tube01,0.454198238,0.169619385
Tube01,0.750841622,0.06058412
Tube01,0.602568406,0.059648376
Tube01,1.135114989,0.061870334
Tube01,0.539771924,0.08516658
Tube01,0.725274204,0.059990187
Tube01,0.012866269,0.056186614
Tube01,1.03297573,0.060991699
Tube01,0.245823087,0.058562899
Tube01,0.738074962,0.232225798
Tube01,0.169459409,0.055965912
Tube01,0.717004543,0.188792577
Tube01,0.73597148,0.060348333
Tube01,0.633180881,0.227596511
Tube01,0.662412203,0.172292322
Tube01,0.751994629,0.059870714
Tube01,0.400303533,0.059727973
Tube01,0.044428199,0.058460982
Tube01,0.023981605,0.057025378
Tube01,0.686411309,0.144126547
Tube01,0.320093524,0.059064271
Tube01,0.524099197,0.179126645
Tube01,0.500427883,0.059953222
Tube01,1.021364309,0.166708443
Tube01,2.03511203,0.206426344
Tube01,0.650891961,0.218673284
Tube01,0.737774556,0.168880736
Tube01,0.073106361,0.054642945
Tube01,0.075283779,0.057125153
Tube01,0.455020901,0.211752675
Tube01,0.529855134,0.161431649
Tube01,0.36550223,0.057746105
Tube01,0.715631062,0.061985048
Tube01,0.040985734,0.057729498
Tube01,0.626707708,0.193225911
Tube01,0.578904509,0.061312342
Tube01,0.1771196,0.059851191
Tube01,0.478474437,0.066233841
Tube01,0.271787439,0.180198739
Tube01,0.362233523,0.060121131
Tube01,0.037452193,0.057805431
Tube01,0.032039272,0.33026373
Tube01,0.834802709,0.199391074
Tube01,0.541305748,0.213366468
Tube01,0.808569059,0.062055351
Tube01,0.628061101,0.239718357
Tube01,1.482976564,0.213949798
Tube01,0.796251317,0.061834526
Tube01,0.308785317,0.061060294
Tube01,0.473325629,0.060753964
Tube01,0.508467056,0.060491475
Tube01,0.307266357,0.059165883
Tube01,1.027188004,0.210046541
Tube01,0.130269782,0.061186459
Tube01,0.503696845,0.060309623
Tube01,0.444882351,0.204744116
Tube01,0.665399515,0.061770006
Tube01,1.119712104,0.199717704
Tube01,0.693298387,0.207082018
Tube01,0.035756212,0.056163065
Tube01,0.785724541,0.061952537
Tube01,0.571182439,0.262581658
Tube01,0.128395991,0.058677647
Tube01,0.747937276,0.061319654
Tube01,0.058510654,0.058423049
Tube01,0.498288383,0.060591566
Tube01,0.642268477,0.303700438
Tube01,0.539766714,0.060978884
Tube01,0.326189006,0.230262411
Tube01,0.455893485,0.07301215
Tube01,0.398768999,0.062076118
Tube01,0.895515278,0.061163668
Tube01,0.71888549,0.061342065
Tube01,0.612657089,0.061331849
Tube01,1.033717822,0.06199362
Tube01,1.2192898,0.195345742
Tube01,0.303763907,0.058748226
Tube01,0.323616514,0.150897798
Tube01,2.294802222,0.180034924
Tube01,0.321114859,0.060219371
Tube01,1.286510981,0.193742286
Tube01,0.19824611,0.063423075
Tube01,0.716844639,0.168098438
Tube01,0.498803315,0.189021046
Tube01,0.564180044,0.061376102
